,Address,Coordinates
389,264 WATERLOO ST,"('1.29900941828595', '103.852284903161')"
390,271 QUEEN ST,"('1.30093267323152', '103.853991004773')"
391,664 BUFFALO RD,"('1.30613246548155', '103.851112543389')"
392,34 UPP CROSS ST,"('1.2862352148315', '103.842303340846')"
393,640 ROWELL RD,"('1.30743547948389', '103.854713903431')"
394,2 ROCHOR RD,"('1.30512222179237', '103.851438822181')"
395,9 SELEGIE RD,"('1.30346096156272', '103.850709313633')"
396,10 SELEGIE RD,"('1.30370879401395', '103.850537238747')"
397,232 BAIN ST,"('1.29685311080014', '103.853347534791')"
398,663 BUFFALO RD,"('1.30568031708633', '103.850857724971')"
399,662 BUFFALO RD,"('1.3061709751728', '103.850106451656')"
400,335B SMITH ST,"('1.28236449613222', '103.843448181669')"
401,639 ROWELL RD,"('1.30775082189872', '103.855203622089')"
402,632 VEERASAMY RD,"('1.30606601392047', '103.854501603493')"
403,633 VEERASAMY RD,"('1.30570669675965', '103.854943251549')"
404,642 ROWELL RD,"('1.30778051437061', '103.856495249944')"
405,1 TECK WHYE AVE,"('1.38253882861956', '103.751710905678')"
406,4 TECK WHYE AVE,"('1.38193929484651', '103.752806721707')"
407,10 TECK WHYE AVE,"('1.38047055057828', '103.755211075265')"
408,16 TECK WHYE LANE,"('1.37842710387364', '103.754911815576')"
409,26 TECK WHYE LANE,"('1.37762112372223', '103.755740001262')"
410,13 TECK WHYE LANE,"('1.37894634652916', '103.755847939018')"
411,440 CLEMENTI AVE 3,"('1.31623186133299', '103.763939019821')"
412,509 WEST COAST DR,"('1.31115775820738', '103.761017537669')"
413,363 CLEMENTI AVE 2,"('1.31282069203581', '103.768916989703')"
414,365 CLEMENTI AVE 2,"('1.3122997890586', '103.769943830728')"
415,427 CLEMENTI AVE 3,"('1.31197064490002', '103.763802999659')"
416,334 CLEMENTI AVE 2,"('1.31518502692041', '103.768432708555')"
417,329 CLEMENTI AVE 2,"('1.31306718149221', '103.767339299757')"
418,323 CLEMENTI AVE 5,"('1.31582936905013', '103.767090144326')"
419,322 CLEMENTI AVE 5,"('1.31615298556523', '103.766328328229')"
420,326 CLEMENTI AVE 5,"('1.31443081636431', '103.766358328432')"
421,314 CLEMENTI AVE 4,
422,313 CLEMENTI AVE 4,
423,312 CLEMENTI AVE 4,"('1.31906441748857', '103.763959814303')"
424,354 CLEMENTI AVE 2,"('1.31351386405455', '103.770861088889')"
425,435 CLEMENTI AVE 3,"('1.31456210565181', '103.76253024021')"
426,433 CLEMENTI AVE 3,"('1.3140162229847', '103.761827364842')"
427,506 WEST COAST DR,"('1.31251696940456', '103.760867377122')"
428,508 WEST COAST DR,"('1.31165973523805', '103.761761494233')"
429,401 CLEMENTI AVE 1,
430,320 CLEMENTI AVE 4,"('1.316901343761', '103.765310715228')"
431,310 CLEMENTI AVE 4,"('1.32035338974184', '103.765829663835')"
432,309 CLEMENTI AVE 4,"('1.32091981411778', '103.766377598785')"
433,307 CLEMENTI AVE 4,"('1.321415896635', '103.76710548935')"
434,305 CLEMENTI AVE 4,"('1.32206109134409', '103.766014023221')"
435,306 CLEMENTI AVE 4,"('1.32143826057396', '103.765901268051')"
436,303 CLEMENTI AVE 4,"('1.3213294766669', '103.764815932724')"
437,346 CLEMENTI AVE 5,"('1.3171180855602', '103.769961809562')"
438,431 CLEMENTI AVE 3,"('1.31377438916433', '103.76253519788')"
439,339 CLEMENTI AVE 5,"('1.31966316716168', '103.769139839665')"
440,515 WEST COAST RD,"('1.30838274486859', '103.759784091667')"
441,520 WEST COAST RD,"('1.30714774352277', '103.759628391282')"
442,602 CLEMENTI WEST ST 1,"('1.305104400087', '103.766311863504')"
443,607 CLEMENTI WEST ST 1,"('1.30423592481834', '103.76785339614')"
444,608 CLEMENTI WEST ST 1,"('1.30434110257324', '103.766529796163')"
445,702 WEST COAST RD,"('1.30726692567512', '103.761107748856')"
446,703 WEST COAST RD,"('1.30674896245195', '103.760633580535')"
447,704 WEST COAST RD,"('1.30634750622019', '103.760538027126')"
448,711 CLEMENTI WEST ST 2,"('1.30484423498146', '103.76110706384')"
449,705 CLEMENTI WEST ST 2,"('1.30566420848829', '103.760650698612')"
450,713 CLEMENTI WEST ST 2,"('1.3041278418713', '103.762206285308')"
451,731 CLEMENTI WEST ST 2,"('1.30440046544571', '103.762746222568')"
452,728 CLEMENTI WEST ST 2,"('1.30520206759029', '103.763833368922')"
453,706 CLEMENTI WEST ST 2,"('1.30676076028652', '103.762363136976')"
454,710 CLEMENTI WEST ST 2,"('1.30628911866015', '103.76151810816')"
455,610 CLEMENTI WEST ST 1,"('1.30454704525517', '103.768773617907')"
456,113 CLEMENTI ST 13,"('1.32368401078529', '103.77013234931')"
457,412 C'WEALTH AVE WEST,"('1.31090863920106', '103.77066433167')"
458,411 C'WEALTH AVE WEST,"('1.31087920188873', '103.769572621889')"
459,315 CLEMENTI AVE 4,"('1.31847036567508', '103.765419463873')"
460,311 CLEMENTI AVE 4,"('1.31935456047475', '103.7651093416')"
461,301 CLEMENTI AVE 4,"('1.32217649495476', '103.764912144396')"
462,609 CLEMENTI WEST ST 1,"('1.30409242562108', '103.765522148085')"
463,729 CLEMENTI WEST ST 2,"('1.30492724290307', '103.763519401903')"
464,707 CLEMENTI WEST ST 2,"('1.30628748271347', '103.762394965532')"
465,371 CLEMENTI AVE 4,"('1.32057465713359', '103.768211873157')"
466,205 CLEMENTI AVE 6,"('1.3210599628039', '103.762434749863')"
467,414 C'WEALTH AVE WEST,"('1.31158107279643', '103.771625045985')"
468,415 C'WEALTH AVE WEST,"('1.31098804719696', '103.771585053355')"
469,413 C'WEALTH AVE WEST,"('1.31134730442536', '103.771097378247')"
470,336 CLEMENTI AVE 2,"('1.31667943214563', '103.769231150532')"
471,337 CLEMENTI AVE 2,"('1.31605567747075', '103.769112678697')"
472,717 CLEMENTI WEST ST 2,"('1.30323440870789', '103.762464847394')"
473,723 CLEMENTI WEST ST 2,"('1.30310124001611', '103.763413053663')"
474,724 CLEMENTI WEST ST 2,"('1.30360871033936', '103.763359143047')"
475,103 CLEMENTI ST 14,"('1.32258854750628', '103.769176205799')"
476,204 CLEMENTI AVE 6,"('1.32098588665274', '103.763231689844')"
477,201 CLEMENTI AVE 6,"('1.32014419030202', '103.763253531405')"
478,110 CLEMENTI ST 13,"('1.32284507823139', '103.770898772473')"
479,111 CLEMENTI ST 13,"('1.32321605375506', '103.771126100117')"
480,115 CLEMENTI ST 13,"('1.32354513274251', '103.771328752409')"
481,116 CLEMENTI ST 13,"('1.32411253933745', '103.771925036203')"
482,63 CIRCUIT RD,"('1.32653264801057', '103.886633644182')"
483,62 CIRCUIT RD,"('1.326222259788', '103.887117045252')"
484,81 MACPHERSON LANE,"('1.33216938209876', '103.886296676732')"
485,40 CIRCUIT RD,"('1.32767695905654', '103.886264654446')"
486,1 JLN PASAR BARU,
487,2 GEYLANG SERAI,"('1.3171804402937', '103.89833997582')"
488,16 EUNOS CRES,"('1.32299431214867', '103.904449779612')"
489,18 EUNOS CRES,"('1.32374151802981', '103.904360289416')"
490,19 EUNOS CRES,"('1.32427583956643', '103.903205459225')"
491,24 EUNOS CRES,"('1.32377995139071', '103.902330351336')"
492,20 EUNOS CRES,"('1.32465648439267', '103.903243112164')"
493,21 EUNOS CRES,"('1.32503135532498', '103.903282423724')"
494,59 SIMS DR,
495,45 SIMS DR,"('1.31733721505469', '103.878442674183')"
496,87 CIRCUIT RD,"('1.32323310533889', '103.885604601672')"
497,85 CIRCUIT RD,"('1.32265241052434', '103.885755259463')"
498,98 ALJUNIED CRES,"('1.32086525583011', '103.885697365861')"
499,41 SIMS DR,"('1.31685532892182', '103.875551269808')"
500,128 GEYLANG EAST AVE 1,"('1.31830919498771', '103.887754005604')"
501,58 DAKOTA CRES,"('1.30730729862781', '103.889390130934')"
502,102 ALJUNIED CRES,"('1.3204390302197', '103.882420433245')"
503,99 ALJUNIED CRES,"('1.32138118291427', '103.884306283099')"
504,106 ALJUNIED CRES,"('1.31905494962151', '103.882900918125')"
505,112 ALJUNIED CRES,"('1.32041804730607', '103.885098713079')"
506,108 ALJUNIED CRES,"('1.31901276113362', '103.885168792784')"
507,12 PINE CL,"('1.30847854465222', '103.882287785645')"
508,22 HAIG RD,"('1.31379131490541', '103.89522868303')"
509,65 CIRCUIT RD,"('1.32740031002016', '103.887203611284')"
510,34 CIRCUIT RD,"('1.32904361761824', '103.887438053241')"
511,23 BALAM RD,"('1.33097096666446', '103.886540431592')"
512,21 BALAM RD,"('1.33119721401346', '103.886976681713')"
513,93 JLN DUA,"('1.30868190843585', '103.887123739313')"
514,61 CIRCUIT RD,"('1.32573742833728', '103.887054329523')"
515,67 CIRCUIT RD,"('1.32584857614009', '103.887926514332')"
516,57 CIRCUIT RD,"('1.32472311721669', '103.886685702383')"
517,58 CIRCUIT RD,"('1.32501466214245', '103.886455988464')"
518,47 CIRCUIT RD,"('1.32577527145564', '103.885703636114')"
519,48 CIRCUIT RD,"('1.32541032458901', '103.88565098487')"
520,49 CIRCUIT RD,"('1.32513240286821', '103.885610754075')"
521,39 CIRCUIT RD,"('1.32742994958168', '103.885681564016')"
522,44 CIRCUIT RD,"('1.32665458025622', '103.886118963317')"
523,46 CIRCUIT RD,"('1.32615469503568', '103.886047023988')"
524,38 CIRCUIT RD,"('1.3279573571198', '103.886080437213')"
525,36 CIRCUIT RD,"('1.32902607919001', '103.88693079734')"
526,127 GEYLANG EAST AVE 1,"('1.31772915006821', '103.887759947867')"
527,9 EUNOS CRES,"('1.32179869884385', '103.902774741744')"
528,35 CIRCUIT RD,"('1.32915899694507', '103.886010316123')"
529,6 HAIG RD,"('1.31317618810987', '103.897214949603')"
530,123 GEYLANG EAST CTRL,"('1.31817735130958', '103.885425829984')"
531,23 HAIG RD,"('1.31354196455528', '103.895481765493')"
532,60 DAKOTA CRES,"('1.30728534060674', '103.888505580319')"
533,417 EUNOS RD 5,"('1.31807285075693', '103.897087501294')"
534,411 EUNOS RD 5,"('1.31859419589813', '103.899680218483')"
535,62 DAKOTA CRES,"('1.3076509314131', '103.889069356653')"
536,13 EUNOS CRES,"('1.32268661939564', '103.903500926144')"
537,2 HOUGANG AVE 3,"('1.36313720753256', '103.893184540903')"
538,1 HOUGANG AVE 3,"('1.36413097349222', '103.89300132385')"
539,304 HOUGANG AVE 5,"('1.36778671687043', '103.895530258805')"
540,303 HOUGANG AVE 5,"('1.36797082875069', '103.894712852589')"
541,17 HOUGANG AVE 3,"('1.36343443196468', '103.890977580317')"
542,20 HOUGANG AVE 3,"('1.36383191186374', '103.890737667635')"
543,21 HOUGANG AVE 3,"('1.35925696781362', '103.887676276425')"
544,24 HOUGANG AVE 3,"('1.36551226123746', '103.892085472745')"
545,115 HOUGANG AVE 1,"('1.35276525799641', '103.887876084862')"
546,124 HOUGANG AVE 1,"('1.35290792137123', '103.886731553415')"
547,125 HOUGANG AVE 1,"('1.35240983570812', '103.886491573358')"
548,113 HOUGANG AVE 1,"('1.35356905255693', '103.888705665044')"
549,114 HOUGANG AVE 1,"('1.35335659508707', '103.889053360173')"
550,109 HOUGANG AVE 1,"('1.35532858945575', '103.889376316331')"
551,110 HOUGANG AVE 1,"('1.35480542424831', '103.889614585265')"
552,319 HOUGANG AVE 5,"('1.36572843966135', '103.896620216828')"
553,318 HOUGANG AVE 5,"('1.36566360773212', '103.896194709398')"
554,308 HOUGANG AVE 5,"('1.36680910838232', '103.895756047165')"
555,327 HOUGANG AVE 5,"('1.36830683201861', '103.895987624672')"
556,244 HOUGANG ST 22,"('1.35807253232842', '103.891946844004')"
557,252 HOUGANG AVE 3,"('1.36016521545473', '103.892711655243')"
558,248 HOUGANG AVE 3,"('1.35937034964577', '103.892587549209')"
559,410 HOUGANG AVE 10,"('1.37388589154893', '103.894681773728')"
560,15 HOUGANG AVE 3,"('1.3626577042511', '103.891921506467')"
561,239 HOUGANG ST 22,"('1.35597309080357', '103.890478116124')"
562,142 LOR AH SOO,"('1.35302664004115', '103.882887594334')"
563,135 LOR AH SOO,"('1.34975825362257', '103.886810075583')"
564,137 LOR AH SOO,"('1.34905321621757', '103.88664017294')"
565,309 HOUGANG AVE 5,"('1.36620554681345', '103.895152424666')"
566,154 HOUGANG ST 11,"('1.3522029527063', '103.880173191904')"
567,341 HOUGANG AVE 7,"('1.37044549024151', '103.898588733978')"
568,352 HOUGANG AVE 7,"('1.37210569373169', '103.899099276298')"
569,310 HOUGANG AVE 5,"('1.36632810370351', '103.896213964527')"
570,320 HOUGANG AVE 5,"('1.36626989576509', '103.898029449551')"
571,251 HOUGANG AVE 3,"('1.35995683095297', '103.89162926387')"
572,339 HOUGANG AVE 7,"('1.37002545723867', '103.89857229481')"
573,302 HOUGANG AVE 5,"('1.36851824459992', '103.894583868849')"
574,138 LOR AH SOO,"('1.35162442643015', '103.884447871485')"
575,140 LOR AH SOO,"('1.35252644338434', '103.883738329606')"
576,234 HOUGANG AVE 1,"('1.35819557447623', '103.888783549259')"
577,231 HOUGANG ST 21,"('1.35813059742215', '103.887899973852')"
578,133 LOR AH SOO,"('1.35076271020557', '103.887548072787')"
579,16 HOUGANG AVE 3,"('1.36282221723956', '103.891046555478')"
580,237 HOUGANG ST 21,"('1.35649940361983', '103.888673374964')"
581,128 LOR AH SOO,"('1.35172355247142', '103.886487164914')"
582,132 LOR AH SOO,"('1.35085299679097', '103.88632991316')"
583,141 LOR AH SOO,"('1.35309014318502', '103.883960577847')"
584,3 TEBAN GDNS RD,
585,5 TEBAN GDNS RD,
586,10 TEBAN GDNS RD,
587,21 TEBAN GDNS RD,"('1.32368064923943', '103.739156156511')"
588,33 TEBAN GDNS RD,"('1.32030252805209', '103.74184852426')"
589,40 TEBAN GDNS RD,"('1.32135037743685', '103.742031144918')"
590,329 JURONG EAST AVE 1,"('1.35013988623409', '103.729936587391')"
591,308 JURONG EAST ST 32,"('1.3472950403719', '103.734573253838')"
592,101 JURONG EAST ST 13,"('1.33701100762294', '103.738787314099')"
593,302 JURONG EAST ST 32,"('1.3446878841616', '103.734466723494')"
594,233 JURONG EAST ST 21,"('1.34037462134713', '103.740936554727')"
595,110 JURONG EAST ST 13,"('1.33887088246403', '103.736218506114')"
596,247 JURONG EAST ST 24,"('1.34202424550408', '103.739009746539')"
597,244 JURONG EAST ST 24,"('1.34258546564843', '103.742319249218')"
598,242 JURONG EAST ST 24,"('1.34190350538593', '103.74279685963')"
599,243 JURONG EAST ST 24,"('1.34206406490644', '103.743306656115')"
600,257 JURONG EAST ST 24,"('1.34451804267549', '103.738630332612')"
601,264 JURONG EAST ST 24,"('1.34382869717494', '103.741654163177')"
602,306 JURONG EAST ST 32,"('1.34607046577403', '103.735252691468')"
603,210 JURONG EAST ST 21,"('1.33889493784685', '103.73855509854')"
604,214 JURONG EAST ST 21,"('1.33928625957387', '103.738985189412')"
605,208 JURONG EAST ST 21,"('1.33843639958331', '103.742666850845')"
606,211 JURONG EAST ST 21,"('1.33866911059386', '103.740292528065')"
607,307 JURONG EAST ST 32,"('1.34652151786552', '103.734843138868')"
608,319 JURONG EAST ST 31,"('1.34798942321199', '103.7304582035')"
609,316 JURONG EAST ST 32,"('1.34600652715087', '103.732079814028')"
610,232 JURONG EAST ST 21,"('1.33982600141552', '103.740822151959')"
611,251 JURONG EAST ST 24,"('1.34316585637535', '103.73967649195')"
612,408 PANDAN GDNS,"('1.31820397685545', '103.74881622665')"
613,218 JURONG EAST ST 21,"('1.34033241177285', '103.737928007136')"
614,322 JURONG EAST ST 31,"('1.34803793215272', '103.729165542694')"
615,227 JURONG EAST ST 21,"('1.34182066937117', '103.736087793751')"
616,109 JURONG EAST ST 13,"('1.3383617052828', '103.735911158508')"
617,103 JURONG EAST ST 13,"('1.33668715015786', '103.738059200285')"
618,240 JURONG EAST ST 21,"('1.34106751096494', '103.741573199896')"
619,258 JURONG EAST ST 24,"('1.34378634902456', '103.738635757888')"
620,209 JURONG EAST ST 21,"('1.33782545955981', '103.740093369024')"
621,324 JURONG EAST ST 31,"('1.34867735421616', '103.729868929763')"
622,331 JURONG EAST AVE 1,"('1.35082650419629', '103.73042009299')"
623,405 PANDAN GDNS,"('1.31923420667707', '103.749654325298')"
624,403 PANDAN GDNS,"('1.32032964075934', '103.74939013157')"
625,404 PANDAN GDNS,"('1.31981661286798', '103.749283319022')"
626,406 PANDAN GDNS,"('1.318821472571', '103.74922637213')"
627,337 JURONG EAST AVE 1,"('1.34968370533554', '103.731905666581')"
628,335 JURONG EAST AVE 1,"('1.35021953451848', '103.732162745946')"
629,327 JURONG EAST ST 31,"('1.34914053686845', '103.729174020373')"
630,323 JURONG EAST ST 31,"('1.34839013731603', '103.728986352199')"
631,8 YUNG KUANG RD,
632,10 YUNG KUANG RD,
633,111 HO CHING RD,"('1.33388939555115', '103.723306118882')"
634,114 HO CHING RD,"('1.33378944321337', '103.72411125115')"
635,119 HO CHING RD,"('1.33529905914454', '103.724712974749')"
636,120 HO CHING RD,"('1.33540764836183', '103.724260953568')"
637,145 HU CHING RD,
638,167 BOON LAY DR,
639,168 BOON LAY DR,
640,169 BOON LAY DR,
641,170 BOON LAY DR,
642,172 BOON LAY DR,
643,185 BOON LAY AVE,"('1.34640538174578', '103.71077711286')"
644,186 BOON LAY AVE,"('1.34572728320792', '103.711027373165')"
645,187 BOON LAY AVE,"('1.34505773588933', '103.710699802755')"
646,208 BOON LAY PL,"('1.34700367367083', '103.714216413585')"
647,209 BOON LAY PL,"('1.3460994818499', '103.7150520025')"
648,210 BOON LAY PL,"('1.3477905271577', '103.713134476591')"
649,211 BOON LAY PL,"('1.34824122465841', '103.7140978842')"
650,212 BOON LAY PL,"('1.34912704098711', '103.713021012998')"
651,213 BOON LAY PL,"('1.34945934187377', '103.712840315508')"
652,214 BOON LAY PL,"('1.34901664211502', '103.712178566174')"
653,215 BOON LAY PL,"('1.34868437470614', '103.712359844107')"
654,520 JURONG WEST ST 52,"('1.34609883272226', '103.717876377431')"
655,516 JURONG WEST ST 52,"('1.34550365269314', '103.720557509549')"
656,517 JURONG WEST ST 52,"('1.34584959149842', '103.719724305774')"
657,511 JURONG WEST ST 52,"('1.34779267211314', '103.71959110524')"
658,457 JURONG WEST ST 41,"('1.35069822477174', '103.720905064522')"
659,490 JURONG WEST AVE 1,"('1.34958659802717', '103.727240365566')"
660,489 JURONG WEST AVE 1,"('1.34917459623674', '103.72723983348')"
661,487 JURONG WEST AVE 1,"('1.34872511571948', '103.72724315066')"
662,485 JURONG WEST AVE 1,"('1.3483471084985', '103.727243025871')"
663,476 JURONG WEST ST 41,"('1.34771574253853', '103.7241842095')"
664,477 JURONG WEST ST 41,"('1.34771611238472', '103.725087068634')"
665,527 JURONG WEST ST 52,"('1.34788417193502', '103.716417389865')"
666,534 JURONG WEST ST 52,"('1.34896771891724', '103.717106045626')"
667,535 JURONG WEST ST 52,"('1.34942131073209', '103.71701184524')"
668,536 JURONG WEST ST 52,"('1.34992094562962', '103.716717859141')"
669,456 JURONG WEST ST 41,"('1.35067572843469', '103.720022392894')"
670,484 JURONG WEST AVE 1,"('1.34820888556575', '103.726357754906')"
671,491 JURONG WEST AVE 1,"('1.34958656573247', '103.72631531647')"
672,481 JURONG WEST ST 41,"('1.34684614465939', '103.725229988301')"
673,217 BOON LAY AVE,"('1.34948623818175', '103.711018394035')"
674,219 BOON LAY AVE,"('1.34939577575499', '103.710819595088')"
675,220 BOON LAY AVE,
676,515 JURONG WEST ST 52,"('1.34642397230739', '103.720898095436')"
677,448 JURONG WEST ST 42,"('1.35263257879691', '103.719400998152')"
678,446 JURONG WEST ST 42,"('1.35221571310532', '103.719555604477')"
679,447 JURONG WEST ST 42,"('1.35248124739534', '103.720399429592')"
680,554 JURONG WEST ST 42,"('1.35323480092319', '103.71786608982')"
681,433 JURONG WEST ST 42,"('1.3527798445309', '103.722858578257')"
682,442 JURONG WEST AVE 1,"('1.35151847519437', '103.719496480131')"
683,450 JURONG WEST ST 42,"('1.35163889174202', '103.717524141693')"
684,455 JURONG WEST ST 42,"('1.35106550496497', '103.718527803659')"
685,402 JURONG WEST ST 42,"('1.35336452654527', '103.722562360938')"
686,431 JURONG WEST AVE 1,"('1.35230306526458', '103.72463219774')"
687,543 JURONG WEST ST 42,"('1.35186325238554', '103.715798646003')"
688,545 JURONG WEST ST 42,"('1.35229053905004', '103.715246438458')"
689,550 JURONG WEST ST 42,"('1.35280491257393', '103.716740537175')"
690,551 JURONG WEST ST 42,"('1.35237770099493', '103.716921171248')"
691,463 JURONG WEST ST 41,"('1.35057187534259', '103.723239272388')"
692,458 JURONG WEST ST 41,"('1.35021069322065', '103.720031948834')"
693,415 JURONG WEST ST 42,"('1.35282431865817', '103.724982266808')"
694,416 JURONG WEST ST 42,"('1.35242591430816', '103.725924618185')"
695,436 JURONG WEST AVE 1,"('1.35208689545167', '103.722864957524')"
696,444 JURONG WEST AVE 1,"('1.35195380808937', '103.719396655601')"
697,452 JURONG WEST ST 42,"('1.35158269235001', '103.718516174409')"
698,539 JURONG WEST AVE 1,"('1.35087571532422', '103.716353293406')"
699,547 JURONG WEST ST 42,"('1.35298202689802', '103.714914008213')"
700,559 JURONG WEST ST 42,"('1.35457631683511', '103.718900605151')"
701,198 BOON LAY DR,"('1.3444211304079', '103.714343745983')"
702,203 BOON LAY DR,"('1.34413570974204', '103.715657464606')"
703,205 BOON LAY DR,"('1.34485415589358', '103.71571623191')"
704,407 JURONG WEST ST 42,"('1.35489444765725', '103.721256064307')"
705,558 JURONG WEST ST 42,"('1.35419821230377', '103.717344057356')"
706,469 JURONG WEST ST 41,"('1.34849441236314', '103.721245210516')"
